# X Y dY
-5.64376000e-01  1.25938400e+01  4.47499818e+00
-5.35433600e-01  1.47398100e+01  4.77072067e+00
-5.06491300e-01  1.27603700e+01  4.45297717e+00
-4.77548900e-01  7.22416500e+00  4.11856272e+00
-4.48606500e-01  1.21402400e+01  4.50960386e+00
-4.19664200e-01  1.35170200e+01  4.74279545e+00
-3.90721800e-01  1.80057600e+01  4.84790053e+00
-3.61779500e-01  1.31081000e+01  4.23970737e+00
-3.32837100e-01  1.09004500e+01  4.80360198e+00
-3.03894800e-01  8.48897100e+00  4.51758189e+00
-2.74952400e-01  1.53925800e+01  4.80758865e+00
-2.46010000e-01  1.20896000e+01  4.76327052e+00
-2.17067700e-01  1.89201100e+01  4.97631896e+00
-1.88125300e-01  2.48034700e+01  5.38294738e+00
-1.59183000e-01  4.56954800e+01  6.41251923e+00
-1.30240600e-01  4.75408400e+01  6.56816903e+00
-1.01298300e-01  5.93287100e+01  6.61222980e+00
-7.23558900e-02  8.75098600e+01  7.28039269e+00
-4.34135400e-02  8.82197400e+01  8.32993661e+00
-1.44711800e-02  9.61993000e+01  7.71347066e+00
 1.44711800e-02  1.04829800e+02  8.07070833e+00
 4.34135400e-02  8.17403000e+01  7.74132035e+00
 7.23558900e-02  7.10775300e+01  7.33795269e+00
 1.01298300e-01  5.15560500e+01  6.78240356e+00
 1.30240600e-01  4.42695700e+01  6.73224816e+00
 1.59183000e-01  3.95496300e+01  6.45642995e+00
 1.88125300e-01  2.23026300e+01  5.46628674e+00
 2.17067700e-01  1.09941900e+01  4.64508597e+00
 2.46010000e-01  9.94941500e+00  4.40897285e+00
 2.74952400e-01  1.22204200e+01  4.62129258e+00
 3.03894800e-01  7.74655700e+00  4.03732853e+00
 3.32837100e-01  8.45431100e+00  4.36504204e+00
 3.61779500e-01  1.26162900e+01  5.11743357e+00
 3.90721800e-01  8.08158000e+00  4.30825796e+00
 4.19664200e-01  1.95093900e+01  5.03064485e+00
 4.48606500e-01  7.88758700e+00  4.09071329e+00
 4.77548900e-01  6.45443600e+00  4.39307066e+00
 5.06491300e-01  7.94964000e+00  3.97581794e+00
 5.35433600e-01  1.47060300e+01  4.88918903e+00
 5.64376000e-01  1.03720400e+01  4.22137195e+00
